"outcome","test","chisq","df","p_value","aic_full","aic_reduced"
"f1","three_way_interaction_LRT",11.4677663370071,12,0.489312267591901,1972.69155997615,1960.15932631316
"success","three_way_interaction_LRT",7.64754296191882,12,0.812031809764333,1145.85532773705,1129.50287069897
