comparison,n,n_discordant_pairs,ref_fail_cond_succeed,ref_succeed_cond_fail,statistic,p_raw,model_short,p_holm
required_vs_voluntary,540,60,32,28,0.15,0.6985353583033387,deepseek-flash,0.8016283387658685
required_vs_voluntary,540,28,20,8,4.321,0.03763531378731436,gpt-oss-120b,0.15054125514925745
required_vs_voluntary,540,64,39,25,2.641,0.10416255883043908,ministral-3b,0.31248767649131726
required_vs_voluntary,540,51,29,22,0.706,0.40081416938293424,nemotron-super,0.8016283387658685
