"term","estimate","std_error","z_value","p_value"
"(Intercept)",-5.26907732339096,0.0874694884543222,-60.2390321070935,0
"submission_moderequired",0.112372449053418,0.0672734189950062,1.67038409422538,0.0948433945709504
"map_conditiontemporal_frequency",0.0932876026600281,0.0672635635662103,1.38689652635191,0.165473317228283
"map_conditiontemporal_cochange",0.12837282830117,0.0672570598228546,1.90868926829816,0.0563021883883284
"map_conditionall_tools",0.137877552273867,0.0672711178584569,2.04958021604414,0.0404054126544314
"model_shortgpt_oss_120b",0.330923121125805,0.0675037390553377,4.9022932026702,9.47243112750298e-07
"model_shortministral_3b",-0.617817419032262,0.0675296937647386,-9.14882601399953,5.75556015812225e-20
"model_shortnemotron_super",0.826325644182654,0.0674641160393146,12.248372804605,1.7140045269707e-34
"log_size_c",0.0689177275854516,0.0534944410251498,1.28831568784971,0.19763609434747
"submission_moderequired:map_conditiontemporal_frequency",-0.0884675967493716,0.0951539947521374,-0.929730769368297,0.352510499087994
"submission_moderequired:map_conditiontemporal_cochange",-0.0213924366370641,0.0951008504449409,-0.224944745887939,0.822022259000737
"submission_moderequired:map_conditionall_tools",-0.0284549915793478,0.0951538787750641,-0.299041846172273,0.764908116951699
"submission_moderequired:model_shortgpt_oss_120b",0.168951248758499,0.0951317113281961,1.77597192775848,0.0757375442296177
"submission_moderequired:model_shortministral_3b",0.16156464092523,0.0951455367596092,1.69807903163584,0.0894928465306722
"submission_moderequired:model_shortnemotron_super",0.331908043646527,0.0951594735617999,3.48791382742333,0.000486804945280332
"map_conditiontemporal_frequency:model_shortgpt_oss_120b",-0.407580467739979,0.0951343156113101,-4.28426341347984,1.83345589307679e-05
"map_conditiontemporal_cochange:model_shortgpt_oss_120b",-0.45595189864673,0.0951086233401454,-4.79401217927494,1.63478342681568e-06
"map_conditionall_tools:model_shortgpt_oss_120b",-0.258252101718182,0.0951759034417228,-2.71341896824035,0.00665928525713999
"map_conditiontemporal_frequency:model_shortministral_3b",-0.0241458084200739,0.0952087034606373,-0.253609255692224,0.799797445363164
"map_conditiontemporal_cochange:model_shortministral_3b",0.0188879642561547,0.0951602363141263,0.198485890617222,0.842664922806571
"map_conditionall_tools:model_shortministral_3b",0.0869267152155505,0.0951536875867943,0.913540162447834,0.360958520747957
"map_conditiontemporal_frequency:model_shortnemotron_super",-0.0489199462257022,0.0952045794427143,-0.51384026390388,0.607363674811401
"map_conditiontemporal_cochange:model_shortnemotron_super",-0.0417648570019367,0.0951949152929597,-0.438729914023312,0.660857249026534
"map_conditionall_tools:model_shortnemotron_super",-0.043231146888393,0.0951574205395156,-0.454311882807296,0.649604364590903
"submission_moderequired:map_conditiontemporal_frequency:model_shortgpt_oss_120b",0.139350513738034,0.134554704086906,1.03564208091923,0.300369152395045
"submission_moderequired:map_conditiontemporal_cochange:model_shortgpt_oss_120b",0.0749212832097416,0.1344979661198,0.557043986397591,0.57749737649541
"submission_moderequired:map_conditionall_tools:model_shortgpt_oss_120b",-0.0753860057442167,0.134561761706912,-0.560233492694712,0.575320184710948
"submission_moderequired:map_conditiontemporal_frequency:model_shortministral_3b",-0.0106328222438354,0.134596093760396,-0.0789980002150998,0.93703421369107
"submission_moderequired:map_conditiontemporal_cochange:model_shortministral_3b",-0.00758013235614968,0.134518680090932,-0.0563500351848954,0.955062959811632
"submission_moderequired:map_conditionall_tools:model_shortministral_3b",-0.152590733804716,0.134561487194305,-1.13398519135254,0.25680075980534
"submission_moderequired:map_conditiontemporal_frequency:model_shortnemotron_super",0.175186947367599,0.13461744124299,1.30136886981368,0.19313222392933
"submission_moderequired:map_conditiontemporal_cochange:model_shortnemotron_super",0.128565046479037,0.134538561703577,0.955599977070508,0.339274373109405
"submission_moderequired:map_conditionall_tools:model_shortnemotron_super",0.0319276386907033,0.134548347306977,0.237294915394681,0.81242800640033
