"outcome","test","chisq","df","p_value","aic_full","aic_reduced"
"turns_used","three_way_interaction_LRT",7.49808155097344,9,0.585406828580272,26813.6041603065,26803.1022418575
"hit_turn_cap","three_way_interaction_LRT",14.0495253402255,9,0.120574389762757,1578.61151989129,1574.66104523151
