"outcome","test","chisq","df","p_value","aic_full","aic_reduced"
"turns_used","three_way_interaction_LRT",5.48066339400793,9,0.790558148490474,13229.4515397266,13216.9322031206
"hit_turn_cap","three_way_interaction_LRT",2.64500275787179,9,0.976726198455477,513.458247590294,498.103250348166
