repo,issue_idx,model,map_condition_raw,rep,n_gt_total,n_gt_touched,frac_gt_touched,n_gt_touched_or_submitted,frac_gt_touched_or_submitted
pandas,44,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency_required,2,2,0,0.0,0,0.0
pandas,44,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency_required,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,all_tools,1,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,all_tools,2,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,all_tools,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,all_tools_required,1,2,2,1.0,2,1.0
pandas,44,mistral/ministral-3b-latest,all_tools_required,2,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,all_tools_required,3,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,ast_compact,1,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,ast_compact,2,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,ast_compact,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,cochange,1,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,cochange,2,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,cochange,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,freq,1,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,freq,2,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,freq,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,none,1,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,none,2,2,0,0.0,1,0.5
pandas,44,mistral/ministral-3b-latest,none,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,structural,1,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,structural,2,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,structural,3,2,2,1.0,2,1.0
pandas,44,mistral/ministral-3b-latest,structural_required,1,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,structural_required,2,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,structural_required,3,2,2,1.0,2,1.0
pandas,44,mistral/ministral-3b-latest,temporal_cochange,1,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,temporal_cochange,2,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,temporal_cochange,3,2,0,0.0,0,0.0
pandas,44,mistral/ministral-3b-latest,temporal_cochange_required,1,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,temporal_cochange_required,2,2,2,1.0,2,1.0
pandas,44,mistral/ministral-3b-latest,temporal_cochange_required,3,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,temporal_frequency,1,2,0,0.0,1,0.5
pandas,44,mistral/ministral-3b-latest,temporal_frequency,2,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,temporal_frequency,3,2,2,1.0,2,1.0
pandas,44,mistral/ministral-3b-latest,temporal_frequency_required,1,2,2,1.0,2,1.0
pandas,44,mistral/ministral-3b-latest,temporal_frequency_required,2,2,1,0.5,1,0.5
pandas,44,mistral/ministral-3b-latest,temporal_frequency_required,3,2,1,0.5,1,0.5
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools_required,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools_required,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools_required,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,ast_compact,1,3,2,0.6667,2,0.6667
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,ast_compact,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,ast_compact,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,cochange,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,cochange,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,cochange,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,freq,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,freq,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,freq,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,none,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,none,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,none,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural_required,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural_required,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural_required,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange_required,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange_required,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange_required,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency,1,3,0,0.0,2,0.6667
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency,3,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency_required,1,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency_required,2,3,3,1.0,3,1.0
requests,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency_required,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,all_tools,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,all_tools,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,all_tools,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,all_tools_required,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,all_tools_required,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,all_tools_required,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,4,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,5,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,6,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,7,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,8,3,2,0.6667,2,0.6667
requests,12,deepseek/deepseek-v4-flash,ast_compact,9,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,10,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,11,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,12,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,13,3,2,0.6667,2,0.6667
requests,12,deepseek/deepseek-v4-flash,ast_compact,14,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,ast_compact,15,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,4,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,5,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,6,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,7,3,2,0.6667,2,0.6667
requests,12,deepseek/deepseek-v4-flash,cochange,8,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,9,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,10,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,11,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,12,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,13,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,14,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,cochange,15,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,4,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,5,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,6,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,7,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,8,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,9,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,10,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,11,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,12,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,13,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,14,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,freq,15,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,4,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,5,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,6,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,7,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,8,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,9,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,10,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,11,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,12,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,13,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,14,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,none,15,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,structural,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,structural,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,structural,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,structural_required,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,structural_required,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,structural_required,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_cochange,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_cochange,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_cochange,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_cochange_required,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_cochange_required,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_cochange_required,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_frequency,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_frequency,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_frequency,3,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_frequency_required,1,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_frequency_required,2,3,3,1.0,3,1.0
requests,12,deepseek/deepseek-v4-flash,temporal_frequency_required,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,all_tools,1,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,all_tools,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,all_tools,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,all_tools_required,1,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,all_tools_required,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,all_tools_required,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,ast_compact,1,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,ast_compact,2,3,2,0.6667,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,ast_compact,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,cochange,1,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,cochange,2,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,cochange,3,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,freq,1,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,freq,2,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,freq,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,none,1,3,2,0.6667,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,none,2,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,none,3,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,structural,1,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,structural,2,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,structural,3,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,structural_required,1,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,structural_required,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,structural_required,3,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_cochange,1,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_cochange,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_cochange,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_cochange_required,1,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_cochange_required,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_cochange_required,3,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency,1,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency,3,3,3,1.0,3,1.0
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency_required,1,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency_required,2,3,2,0.6667,2,0.6667
requests,12,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,temporal_frequency_required,3,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,all_tools,1,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,all_tools,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,all_tools,3,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,all_tools_required,1,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,all_tools_required,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,all_tools_required,3,3,3,1.0,3,1.0
requests,12,mistral/ministral-3b-latest,ast_compact,1,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,ast_compact,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,ast_compact,3,3,2,0.6667,3,1.0
requests,12,mistral/ministral-3b-latest,cochange,1,3,3,1.0,3,1.0
requests,12,mistral/ministral-3b-latest,cochange,2,3,3,1.0,3,1.0
requests,12,mistral/ministral-3b-latest,cochange,3,3,3,1.0,3,1.0
requests,12,mistral/ministral-3b-latest,freq,1,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,freq,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,freq,3,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,none,1,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,none,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,none,3,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,structural,1,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,structural,2,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,structural,3,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,structural_required,1,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,structural_required,2,3,3,1.0,3,1.0
requests,12,mistral/ministral-3b-latest,structural_required,3,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,temporal_cochange,1,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,temporal_cochange,2,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,temporal_cochange,3,3,2,0.6667,3,1.0
requests,12,mistral/ministral-3b-latest,temporal_cochange_required,1,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,temporal_cochange_required,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,temporal_cochange_required,3,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,temporal_frequency,1,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,temporal_frequency,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,temporal_frequency,3,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,temporal_frequency_required,1,3,1,0.3333,1,0.3333
requests,12,mistral/ministral-3b-latest,temporal_frequency_required,2,3,2,0.6667,2,0.6667
requests,12,mistral/ministral-3b-latest,temporal_frequency_required,3,3,2,0.6667,2,0.6667
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools_required,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools_required,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,all_tools_required,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,ast_compact,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,ast_compact,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,ast_compact,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,cochange,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,cochange,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,cochange,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,freq,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,freq,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,freq,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,none,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,none,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,none,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural,3,4,1,0.25,1,0.25
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural_required,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural_required,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,structural_required,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange_required,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange_required,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_cochange_required,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency,2,4,1,0.25,1,0.25
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency,3,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency_required,1,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency_required,2,4,2,0.5,2,0.5
rich,12,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,temporal_frequency_required,3,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,all_tools,1,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,all_tools,2,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,all_tools,3,4,3,0.75,3,0.75
rich,12,deepseek/deepseek-v4-flash,all_tools_required,1,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,all_tools_required,2,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,all_tools_required,3,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,ast_compact,1,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,ast_compact,2,4,4,1.0,4,1.0
rich,12,deepseek/deepseek-v4-flash,ast_compact,3,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,cochange,1,4,3,0.75,3,0.75
rich,12,deepseek/deepseek-v4-flash,cochange,2,4,3,0.75,3,0.75
rich,12,deepseek/deepseek-v4-flash,cochange,3,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,freq,1,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,freq,2,4,2,0.5,2,0.5
rich,12,deepseek/deepseek-v4-flash,freq,3,4,3,0.75,3,0.75
