"outcome","test","chisq","df","p_value","aic_full","aic_reduced"
"turns_used","three_way_interaction_LRT",9.72067180197701,12,0.640450996040125,16711.9505951378,16697.6712669398
"hit_turn_cap","three_way_interaction_LRT",4.50200924713226,12,0.972583731762266,824.107530738559,804.609539985692
