model_dir,model_short,model,task_idx,map_type,rep,issue_title,base_commit,input_tokens,output_tokens,cost,turns,wall_time,stop_reason,precision,recall,f1,empty_prediction,n_predicted_files,n_ground_truth_files,model_pair,pair_name,model_size,provider,architecture,task_type,cached_tokens,cost_usd,cost_usd_uncached
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,12,none,3,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,53271,2796,0.004568,14,136.49,submitted,1.0,0.6667,0.8,False,2,3,2,gpt-oss,small,fireworks,MoE,multi_file,41125,0.004568,0.004568
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,12,none,4,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,101800,2353,0.007832,20,65.83,max_turns,0.0,0.0,0.0,True,0,3,2,gpt-oss,small,fireworks,MoE,multi_file,81129,0.007832,0.007832
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast_compact,0,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,182905,11774,0.016336,20,272.53,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,155404,0.016336,0.016336
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast_compact,1,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,158794,16491,0.016063,19,344.45,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,90349,0.016063,0.016063
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast_compact,2,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,141617,18005,0.015315,15,539.55,end_turn,0.0,0.0,0.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,63159,0.015315,0.015315
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast_compact,3,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,128970,5154,0.010574,15,375.21,end_turn,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,48020,0.010574,0.010574
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast_compact,4,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,216486,16763,0.020183,20,470.59,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,171335,0.020183,0.020183
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast,0,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,385507,13427,0.031014,20,421.14,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,336001,0.031014,0.031014
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast,1,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,248182,27318,0.025568,13,468.57,end_turn,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,147968,0.025568,0.025568
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast,2,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,439546,15072,0.03529,20,506.27,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,272859,0.03529,0.03529
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast,3,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,387944,17380,0.03237,20,549.22,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,239311,0.03237,0.03237
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,ast,4,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,386718,9729,0.029989,20,311.52,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,240831,0.029989,0.029989
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,none,0,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,61662,2805,0.005158,12,155.2,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,38381,0.005158,0.005158
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,none,1,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,172574,15346,0.016684,19,277.77,submitted,0.0,0.0,0.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,119995,0.016684,0.016684
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,none,2,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,58976,16955,0.009215,11,478.93,end_turn,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,33384,0.009215,0.009215
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,none,3,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,42384,15348,0.007571,11,460.27,submitted,0.0,0.0,0.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,0,0.007571,0.007571
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,14,none,4,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,26017,8696,0.00443,5,192.69,submitted,0.0,0.0,0.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,11457,0.00443,0.00443
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast_compact,0,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,41850,1684,0.003435,6,36.26,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,28312,0.003435,0.003435
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast_compact,1,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,169436,4601,0.013241,20,249.47,max_turns,0.0,0.0,0.0,True,0,1,2,gpt-oss,small,fireworks,MoE,single_file,72524,0.013241,0.013241
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast_compact,2,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,165210,2435,0.012295,20,121.78,max_turns,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,114491,0.012295,0.012295
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast_compact,3,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,99097,2459,0.007674,13,111.29,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,66647,0.007674,0.007674
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast_compact,4,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,48150,1898,0.00394,7,102.88,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,27673,0.00394,0.00394
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast,0,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,134705,5658,0.011127,8,153.81,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,17193,0.011127,0.011127
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast,1,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,188889,2961,0.014111,11,378.16,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,15791,0.014111,0.014111
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast,2,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,234602,4528,0.017781,14,171.01,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,105403,0.017781,0.017781
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast,3,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,198175,2010,0.014475,12,119.67,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,115335,0.014475,0.014475
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,ast,4,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,187823,2483,0.013893,11,307.89,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,101761,0.013893,0.013893
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,none,0,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,4552,581,0.000493,4,29.1,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,2363,0.000493,0.000493
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,none,1,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,17318,2387,0.001928,10,73.67,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,10124,0.001928,0.001928
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,none,2,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,5219,777,0.000598,4,36.05,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,3164,0.000598,0.000598
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,none,3,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,7502,593,0.000703,6,21.9,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,4044,0.000703,0.000703
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,15,none,4,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,7324,727,0.000731,6,19.49,submitted,1.0,1.0,1.0,False,1,1,2,gpt-oss,small,fireworks,MoE,single_file,5591,0.000731,0.000731
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast_compact,0,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,165021,7804,0.013893,20,266.47,submitted,1.0,0.5,0.6667,False,1,2,2,gpt-oss,small,fireworks,MoE,multi_file,64024,0.013893,0.013893
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast_compact,1,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,128189,3876,0.010136,17,71.83,submitted,1.0,0.5,0.6667,False,1,2,2,gpt-oss,small,fireworks,MoE,multi_file,107844,0.010136,0.010136
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast_compact,2,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,92520,4240,0.007748,14,238.69,submitted,1.0,0.5,0.6667,False,1,2,2,gpt-oss,small,fireworks,MoE,multi_file,49263,0.007748,0.007748
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast_compact,3,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,78704,4821,0.006956,12,334.61,submitted,1.0,1.0,1.0,False,2,2,2,gpt-oss,small,fireworks,MoE,multi_file,0,0.006956,0.006956
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast_compact,4,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,39100,10811,0.00598,7,226.41,submitted,1.0,1.0,1.0,False,2,2,2,gpt-oss,small,fireworks,MoE,multi_file,21822,0.00598,0.00598
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast,0,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,186485,3582,0.014129,12,286.61,submitted,1.0,0.5,0.6667,False,1,2,2,gpt-oss,small,fireworks,MoE,multi_file,59810,0.014129,0.014129
fireworks_ai_accounts_fireworks_models_gpt-oss-20b,gpt-oss-20b,fireworks_ai/accounts/fireworks/models/gpt-oss-20b,4,ast,1,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,117920,7597,0.010533,8,351.99,end_turn,0.0,0.0,0.0,True,0,2,2,gpt-oss,small,fireworks,MoE,multi_file,26992,0.010534,0.010534
